,smiles,Biodegradation
1784,OCC(O)CCl,1
1785,CCCC(O)C(CC)CO,1
1786,O=C=NS(=O)(=O)c1ccccc1C(F)(F)F,0
1787,O=C(OCc1ccccc1)c1ccccc1O,1
1788,CCCCCCCCN(C)C,1
1789,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,0
1790,CC1=CCC(C(C)(C)O)CC1,1
1791,N#CS,1
1792,COc1cc(C=C(C(C)=O)C(C)=O)cc(OC)c1OC,0
1793,CC(C)c1ccc(OP(=O)(Oc2ccc(C(C)C)cc2)Oc2ccc(C(C)C)cc2)cc1,0
1794,FC(Cl)(Cl)C(F)(Cl)Cl,0
1795,Nc1ccccc1Cl,0
1796,CC1=CCC(=C(C)C)CC1,1
1797,CCN,1
1798,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1
1799,CCOS(=O)(=O)OCC,1
1800,CCCCN(c1nc(NCCCN(CCN(CCCNc2nc(N(CCCC)C3CC(C)(C)N(C)C(C)(C)C3)nc(N(CCCC)C3CC(C)(C)N(C)C(C)(C)C3)n2)c2nc(N(CCCC)C3CC(C)(C)N(C)C(C)(C)C3)nc(N(CCCC)C3CC(C)(C)N(C)C(C)(C)C3)n2)c2nc(N(CCCC)C3CC(C)(C)N(C)C(C)(C)C3)nc(N(CCCC)C3CC(C)(C)N(C)C(C)(C)C3)n2)nc(N(CCCC)C2CC(C)(C)N(C)C(C)(C)C2)n1)C1CC(C)(C)N(C)C(C)(C)C1,0
1801,OCC(CO)(CO)CO,0
1802,COCCCOc1cc(C(O)C(CC(NC(=O)OC(C)(C)C)C2CC(C(C)C)C(=O)O2)C(C)C)ccc1OC,0
1803,Cc1cccc(C)c1OP(=O)(Oc1cccc(OP(=O)(Oc2c(C)cccc2C)Oc2c(C)cccc2C)c1)Oc1c(C)cccc1C,0
1804,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)CS(=O)(=O)O,0
1805,CC(C)(C)CC(C)(C)c1cc(Cc2cc(C(C)(C)CC(C)(C)C)cc(-n3nc4ccccc4n3)c2O)c(O)c(-n2nc3ccccc3n2)c1,0
1806,CC(C)(C)c1ccccc1O,0
1807,Clc1ccc(Cl)c(Cl)c1,0
1808,OC(Cn1ccnc1)c1ccc(Cl)cc1Cl,1
1809,C=CCc1ccc(OC)c(OC)c1,1
1810,CC(=O)S,1
1811,Cc1ccc(S(=O)(=O)NC(=O)Nc2ccccc2)cc1,0
1812,CC12CCC3C4CCC(=O)C=C4C=CC3C1CCC2O,0
1813,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,1
1814,CC(=O)C(/N=N/c1ccc(-c2ccc(/N=N/C(C(C)=O)C(=O)Nc3ccccc3C)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1C,0
1815,CC(C)N1C2CCC1CC(=O)C2,0
1816,O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,0
1817,CC12CCC3C(C4CC4C4(O)CC(O)CCC34C)C1C1CC1C2(O)C#CCO,0
1818,O=S(=O)(Cl)Cc1ccccc1,1
1819,CC(C=O)Cc1ccc(C(C)(C)C)cc1,1
1820,O=C(O)C1/C(=C\CO)OC2CC(=O)N21,0
1821,CCl,0
1822,CN1CCN(C)C1=O,0
1823,N=C(N)N,0
1824,CCCCOCCn1c(=N)c2c(N)c3c(=O)c4ccccc4c(=O)c3c(N)c2c1=O,0
1825,O=C1OC(=O)C2CCCCC12,0
1826,Cn1cccc1,1
1827,COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1,1
1828,FC(F)(F)/C=C/C(F)(F)F,0
1829,CCCCCCCCCCCCSCc1cc(C)c(O)c(CSCCCCCCCCCCCC)c1,1
1830,CN1CSC(=S)N(C)C1,0
1831,CCC(C)(C)c1ccc(O)c(C(C)(C)CC)c1,0
1832,CC(C)c1ccc(C(C)C)cc1,0
1833,N#CC(C(=O)OCC(COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1)(COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1)=C(c1ccccc1)c1ccccc1,0
1834,Cc1ccccc1C,0
1835,NC(=O)CCl,1
1836,COc1cc(C(c2ccccc2)c2ccc(/N=N/c3cc(S(=O)(=O)O)c4ccccc4c3O)c(OC)c2)ccc1/N=N/c1cc(S(=O)(=O)O)c2ccccc2c1O,0
1837,O=C(O)CN(CCO)CC(=O)O,1
1838,CC1=CC2CC1C1C(=O)OC(=O)C21,0
1839,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,0
1840,CC(=O)CC(=O)Nc1ccc(C)cc1C,0
1841,ClCC(Cl)(Cl)CCl,0
1842,CO,1
1843,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,0
1844,O=C=NCCCCCCn1c(=O)n(CCCCCCN=C=O)c(=O)n(CCCCCCN=C=O)c1=O,0
1845,CCCCCCCCCCCCCCCCCCC1CO1,1
1846,CCCCCC[Si](O)(CCCCCC)CCCCCC,0
1847,CCN1CCCC1=O,1
1848,C#CCOC(=O)NCCCC,0
1849,NC(=O)CCC(N)C(=O)O,1
1850,CC1(C)CO1,1
1851,O=C(Nc1ccc(Cc2ccc(NC(=O)N3CC3)cc2)cc1)N1CC1,0
1852,ClCCl,0
1853,OCC(O)CO,1
1854,C=C(C)C(=O)O,1
1855,OCC(O)C(O)C(O)CO,1
1856,CCCCC(=O)O,1
1857,CN(C)Cc1ccccc1,0
1858,CCCCC1CCC(O)C(OC)C1,1
1859,C=CC(C)(CCC=C(C)C)OC(C)=O,1
1860,C=C(Cl)CO,1
1861,COc1cc(C#N)cc(OC)c1O,1
1862,CC(C)c1ccccc1C(C)C,0
1863,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(O)cc4)CC3)cc2)c1=O,0
1864,Brc1c(Br)c(Br)c(-c2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0
1865,O=C(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,0
1866,C=COCC(C)C,0
1867,CC(CN)CCCN,1
1868,CI,0
1869,CC(=O)C(C)C,1
1870,O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,0
1871,CCCCCCCCC(=O)O,1
1872,FC(F)(F)CC(F)(F)F,0
1873,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,1
1874,C=C(C)C(=O)OCC1CO1,1
1875,CCCCCCCCCCCCc1ccc(N)cc1,1
1876,O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,0
1877,Cc1cccc(C)c1OS(=O)(=O)c1ccc(O)cc1,1
1878,CCCCCCC1CCC(=O)O1,1
1879,c1ccc(CCc2ccccc2)cc1,1
1880,CC(C)(C)N,0
1881,CCOC(=O)CC(C)=O,1
1882,O=C1c2ccccc2C(=O)c2cc(Cl)ccc21,0
1883,NCCc1ccccc1,0
1884,CC1(C)COP(=S)(OP2(=S)OCC(C)(C)CO2)OC1,0
1885,CCCCCC1C(=O)CCC1CC(=O)OC,1
1886,COc1ccc(Cl)cc1NC(=O)CC(C)=O,0
1887,NCCNCCNCCN,0
1888,Oc1ccccc1-n1nc2ccccc2n1,0
1889,CC(O)CN(CC(C)O)c1nc(Nc2ccc(S(=O)(=O)O)cc2)nc(Nc2ccc(/C=C/c3ccc(Nc4nc(Nc5ccc(S(=O)(=O)O)cc5)nc(N(CC(C)O)CC(C)O)n4)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)n1,0
1890,CC(O)(CCO)CCO,0
1891,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)C,1
1892,CC(CC=O)c1ccccc1,1
1893,CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,1
1894,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,0
1895,CCCCCCc1ccc(-c2ccc(C#N)cc2)cc1,0
1896,CCCCC(CC)C(=O)O,1
1897,CCCCCCCCC(=O)OCC(CC)(COC(=O)CCCCCCCC)COC(=O)CCCCCCCC,1
1898,Clc1ccc(C(Cl)(Cl)Cl)c(Cl)c1,0
1899,CC1=CC(=O)CC(C)(C)C1=O,1
1900,CNS(=O)(=O)c1cc(OC)c(N)cc1OC,0
1901,CC(O)C#N,1
1902,Cc1cccc(C(C)c2ccccc2)c1C,0
1903,ClP(Cl)c1ccccc1,0
1904,O=C(O)c1ccc(Cl)c(Cl)c1,0
1905,Cc1ccccc1S(=O)(=O)O,0
1906,ClCCOCCOCCCl,0
1907,Nc1cccc(Cl)c1,0
1908,Nc1c(Br)cc(O)c2c1C(=O)c1ccccc1C2=O,0
1909,Nc1ccc(S(=O)(=O)O)c2ccccc12,0
1910,CC(C)(C)OO,0
1911,CC1=C(C(=O)Nc2ccccc2)SCCO1,1
1912,CCCCC(CC)COC(=O)OOC(C)(C)C,1
1913,C=CC1CCC(O)C(O)C1,0
1914,C=O,1
1915,C=C(Br)c1ccccc1,0
1916,O=C1c2ccccc2C(=O)C1c1nc2ccccc2c(Br)c1O,0
1917,CC(C)(O)C(Cl)(Cl)Cl,0
1918,C/N=C(\O)Oc1cccc(C)c1,0
1919,C=CCc1ccccc1O,1
1920,CCCCN(CCO)CCCC,0
1921,FC(F)(Br)C(F)(F)Br,0
1922,CCCCC(CC)CNc1ccc2ccccc2c1,0
1923,CC(C)(N)Cc1ccccc1Cl,0
1924,CCc1ccc(O)cc1,1
1925,CCCCNS(=O)(=O)c1ccccc1,0
1926,CC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,0
1927,CC(Cl)(Cl)CC(Cl)(Cl)Cl,0
1928,O=C(O)c1cccnc1,1
1929,CC(Cl)(Cl)Cl,0
1930,CCc1ccc(CC)cc1,0
1931,CN(C)C(C)(C)CO,0
1932,Cc1ccc(Cl)cc1,0
1933,CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,0
1934,Clc1cc(Cl)c(Cl)cc1Cl,0
1935,CCCC,1
1936,O=C=Nc1ccc(Cl)cc1Cl,0
1937,CC(=O)Nc1ccc(O)cc1,1
1938,Nc1ccccc1[N+](=O)[O-],0
1939,CN1C(=O)N(C)C(O)C1O,0
1940,C=CC(=O)OCCO,1
1941,CC1=C(C(=O)O)N2C(=O)C(N)C2SC1,1
1942,c1cncnc1,0
1943,O=c1[nH]c2ccc([N+](=O)[O-])cc2[nH]1,0
1944,CC(=O)CC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,0
1945,O=C1Nc2cccc3cccc1c23,0
1946,c1ccc2sc(SN3CCOCC3)nc2c1,0
1947,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
1948,C=CC1CCC(C2CCC(CCC)CC2)CC1,0
1949,Sc1ccc2ccccc2c1,0
1950,CC(=O)/C=C/c1ccccc1,0
1951,COc1c(O)cc(Cl)c(Cl)c1Cl,0
1952,CCCCCCCCCCCCCCCCCCCCCCCC,1
1953,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,0
1954,F[N+]12CC[N+](CCl)(CC1)CC2,0
1955,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,1
